,bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,price,priceForHDP,shouldHighlight,state,streetAddress,timeOnZillow,unit,zestimate,zipcode,zpid,listing_sub_type.is_FSBA,rentZestimate,lotAreaUnit,lotAreaValue,taxAssessedValue,datePriceChanged,priceChange,priceReduction,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,newConstructionType,listing_sub_type.is_newHome,listing_sub_type.is_foreclosure,listing_sub_type.is_bankOwned,comingSoonOnMarketDate,listing_sub_type.is_comingSoon,isRentalWithBasePrice,listing_sub_type.is_forAuction,videoCount,providerListingID,group_type,priceSuffix
0,2.0,3.0,Bronx,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/136cea89fd254edd816b5acb5a67370d-p_e.jpg,False,True,False,False,False,False,False,40.84174,985.0,-73.88161,199000.0,199000.0,False,NY,972 E 178th St #B,1634448000,# B,201700.0,10460,443921727,True,,,,,,,,,,,,,,,,,,,,,,
1,3.0,3.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/b05d68d02a928b83be2ff5d6da4a4233-p_e.jpg,False,True,False,False,False,False,False,40.764317,1800.0,-73.9776,475000.0,475000.0,False,NY,100 W 57th St #17IH,18832629000,# 17IH,,10019,72519078,True,15000.0,,,,,,,,,,,,,,,,,,,,,
2,1.0,3.0,South Ozone Park,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/269d6cfb6e42b085464e040463930deb-p_e.jpg,False,True,False,False,False,False,False,40.675747,1556.0,-73.82241,274000.0,274000.0,False,NY,115-30 116th St,18251615000,,,11420,2078094339,True,2706.0,sqft,2400.0,,,,,,,,,,,,,,,,,,,
3,2.0,3.0,Flushing,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f2dad4cbfbd1cc8024bf03e955008ea7-p_e.jpg,False,True,False,False,False,False,False,40.73065,4000.0,-73.787605,1088000.0,1088000.0,False,NY,7325 182nd Street,1128194000,,,11366,32078722,True,,sqft,4000.0,951000.0,,,,,,,,,,,,,,,,,,
4,3.0,4.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/98f56b14ba07443165822770b19a27a4-p_e.jpg,False,True,False,False,False,False,False,40.564392,1679.0,-74.18404,559888.0,559888.0,False,NY,48 Bianca Ct,1193131000,,559800.0,10312,32360043,True,3364.0,sqft,435.6,491000.0,,,,,,,,,,,,,,,,,,
5,2.0,3.0,Jamaica,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/310232525bdb4d5abdea93fcbead2ad2-p_e.jpg,False,True,False,False,False,False,False,40.685883,1224.0,-73.779526,349999.0,349999.0,False,NY,116-49 167th Street,1238397000,,,11434,32189291,True,,,,603000.0,1737360000000.0,-300000.0,"$300,000 (Jan 20)",,,,,,,,,,,,,,,
6,1.0,3.0,Bronx,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/edee52e76de68669be34cdfea639c8df-p_e.jpg,False,True,False,False,False,False,False,40.848816,1100.0,-73.90534,275000.0,275000.0,False,NY,212 E Tremont Ave #9,11747829000,# 9,273500.0,10457,2054481177,True,3363.0,,,,1731571200000.0,-20000.0,"$20,000 (Nov 14)",,,,,,,,,,,,,,,
7,9.0,6.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/736731955ed458825587381963b5fc24-p_e.jpg,False,True,False,False,False,False,False,40.7615,8255.0,-73.971794,105000000.0,105000000.0,False,NY,432 Park Ave #PENTHOUSE,21943029000,# PENTHOUSE,17533200.0,10022,2069500049,True,53568.0,,,,,,,,,,,,,,,,,,,,,
8,2.0,2.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/fbdd2ff98695c152bf9c1ed9d4ce679b-p_e.jpg,False,True,False,False,False,False,False,40.763935,1335.0,-73.96417,550000.0,550000.0,False,NY,205 E 63rd St APT 14D,1293429000,Apt 14D,554600.0,10065,443678350,True,,,,,,,,Sun. 12-1pm,True,"[{'open_house_end': 1738530000000, 'open_house_start': 1738526400000}]",,,,,,,,,,,,
9,1.0,3.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/5f118976515780351f72f3be6a86a62a-p_e.jpg,False,True,False,False,False,False,False,40.821606,0.0,-73.94053,275000.0,275000.0,False,NY,219 W 144th St APT 34,10451829000,Apt 34,267100.0,10030,88061828,True,2817.0,,,,,,,,,,,,,,,,,,,,,
10,17.0,8.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ca20ae5813d856e6dd30db235e023325-p_e.jpg,False,True,False,False,False,False,False,40.595013,33000.0,-74.10643,18000000.0,18000000.0,False,NY,177 Benedict Rd,7952698000,,,10304,32294383,True,4007.0,acres,1.58,4281000.0,,,,,,,,,,,,,,,,,,
11,3.0,4.0,Flushing,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/c94df534bdc0c0bd8e19240abd0ec5c5-p_e.jpg,False,True,False,False,False,False,False,40.702953,3492.0,-73.89842,1250000.0,1250000.0,False,NY,6028 Catalpa Avenue,529161000,,,11385,32010028,True,,sqft,2017.0,1293000.0,,,,,,,,,,,,,,,,,,
12,1.0,2.0,Bayside,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/3d598f8f83841aa7233108bee26b05bd-p_e.jpg,False,True,False,False,False,False,False,40.778168,,-73.79159,299000.0,299000.0,False,NY,21-22 202nd Street #Upper,21161692000,,,11360,2059768809,True,,,,,,,,,,,,,,,,,,,,,,
13,2.0,4.0,Jamaica,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/cae4666fc9a249e7e54554c489342ddf-p_e.jpg,False,True,False,False,False,False,False,40.73419,1251.0,-73.72427,797108.0,797108.0,False,NY,242-07 Hillside Avenue,1313127000,,,11426,32090377,True,,sqft,4400.0,782000.0,,,,,,,,,,,,,,,,,,
14,10.0,8.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/4cbdaff39f1258cccfefa8129958ef20-p_e.jpg,False,True,False,False,False,False,False,40.7662,11535.0,-73.981,150000000.0,150000000.0,False,NY,217 W 57th St #127/128,24880629000,# 127/128,24228700.0,10019,2068952873,True,8718.0,,,,,,,,,,,,,,,,,,,,,
15,1.0,2.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/d122cbaa48128ff839e1de680e818667-p_e.jpg,False,True,False,False,False,False,False,40.806385,0.0,-73.93875,198000.0,198000.0,False,NY,78 E 127th St APT 18,1293429000,Apt 18,213000.0,10035,444452226,True,,,,,,,,,,,,,,,,,,,,,,
16,2.0,3.0,Bronx,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/3fe846f60c4cdd447f212aa186fa03a6-p_e.jpg,False,True,False,False,False,False,False,40.834377,993.0,-73.91482,250000.0,250000.0,False,NY,1259 Grant Ave APT 7B,1898229000,Apt 7B,250100.0,10456,443844417,True,,,,,,,,Sat. 12-1pm,True,"[{'open_house_end': 1738443600000, 'open_house_start': 1738440000000}]",,,,,,,,,,,,
17,3.0,7.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/cbe6b171a2255a3ed2f77f399cdb0126-p_e.jpg,False,True,False,False,False,False,False,40.6016,3692.0,-74.092545,499000.0,499000.0,False,NY,1020 Richmond Rd,12806865000,,460300.0,10304,32324224,True,3262.0,sqft,8276.4,1076000.0,,,,,,,,,,,,,,,,,,
18,1.0,3.0,Oakland Gardens,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/d74fd3a691c3dde6d42e872330189934-p_e.jpg,False,True,False,False,False,False,False,40.744434,,-73.75381,375000.0,375000.0,False,NY,68-09 Springfield Boulevard #B,16279730000,# B,,11364,2056729497,True,3143.0,,,,1737100800000.0,10000.0,,,,,,,,,,,,,,,,
19,1.0,2.0,Bronx,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/338294c2b5ff2fbe4654dafe683c973e-p_e.jpg,False,True,False,False,False,False,False,40.879784,1000.0,-73.91769,175546.0,175546.0,False,NY,80 Knolls Cres APT 1H,688629000,Apt 1H,172600.0,10463,119916499,True,2200.0,,,,,,,,,,,,,,,,,,,,,
20,2.0,2.0,Manhattan,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/ef634b31c291e20928824599f4104e25-p_e.jpg,False,True,False,False,False,False,False,40.764317,1200.0,-73.9776,369000.0,369000.0,False,NY,100 W 57th St APT 18G,602229000,Apt 18G,362000.0,10019,72519065,True,7334.0,,,,,,,,,,,,,,,,,,,,,
21,3.0,3.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/f2b2bf9bb80076dcc0d32fa72fbef180-p_e.jpg,False,True,False,False,False,False,False,40.77669,0.0,-73.96141,599000.0,599000.0,False,NY,40 E 80th St APT 21A,20733429000,Apt 21A,,10075,244808481,True,18499.0,,,30046000.0,1737705600000.0,-150000.0,"$150,000 (Jan 24)",,,,,,,,,,,,,,,
22,1.0,1.0,Flushing,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/26befc42fcad5bf4ca9c5efe6af3a4ca-p_e.jpg,False,True,False,False,False,False,False,40.72131,,-73.84501,180000.0,180000.0,False,NY,107-40 Queens Boulevard #8J,8824914000,Apt 8J,,11375,245437584,True,5770.0,,,16264000.0,1736928000000.0,-119000.0,"$119,000 (Jan 15)",,,,,,,,,,,,,,,
23,2.0,3.0,South Ozone Park,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/59c981e6d8927bb6c0d2ea645e772bfb-p_e.jpg,False,True,False,False,False,False,False,40.66973,0.0,-73.806885,290000.0,290000.0,False,NY,131-36 132nd St,13909925000,,298600.0,11420,2062695224,True,3122.0,,,,,,,,,,,,,,,,,,,,,
24,2.0,6.0,Jamaica,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/534596686fc0a98e8ecdf13c7108d869-p_e.jpg,False,True,False,False,False,False,False,40.669086,0.0,-73.789345,250000.0,250000.0,False,NY,13026 150th St,15149814000,,,11436,83052639,True,3287.0,sqft,2655.0,346000.0,,,,,,,,,,,,,,,,,,
25,1.0,2.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/180b955765d0a48eb114be8eb8070af2-p_e.jpg,False,True,False,False,False,False,False,40.71817,0.0,-73.94909,479000.0,479000.0,False,NY,76 Richardson St APT 7,13735029000,Apt 7,,11211,111025856,True,4314.0,,,,1737100800000.0,60000.0,,,,,,,,,,,,,,,,
26,2.0,2.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/c0dbd25524d4eb29e05cfdceb99c87d7-p_e.jpg,False,True,False,False,False,False,False,40.754032,1250.0,-73.96516,500000.0,500000.0,False,NY,420 E 51st St APT 5D,1120629000,Apt 5D,498300.0,10022,72526128,True,6706.0,,,,,,,,,,,,,,,,,,,,,
27,1.0,2.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/9aead0f4ccf4deac22ce1a5b018f59dc-p_e.jpg,False,True,False,False,False,False,False,40.789425,626.0,-73.97452,339000.0,339000.0,False,NY,211 W 88th St APT 4A,1379829000,Apt 4A,345800.0,10024,97502574,True,4208.0,,,173167.0,,,,,,,,,,,,,,,,,,
28,1.0,2.0,Forest Hills,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/2ef5affca98f5baf89c8a16a31cd6b12-p_e.jpg,False,True,False,False,False,False,False,40.72143,1150.0,-73.84125,319000.0,319000.0,False,NY,71-36 110th St #1L,2330229000,# 1L,316700.0,11375,2060420313,True,2958.0,,,,1735891200000.0,-6000.0,"$6,000 (Jan 3)",,,,,,,,,,,,,,,
29,2.0,2.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/1159e57b05b0ab56eeb34e1b656015b7-p_e.jpg,False,True,False,False,False,False,False,40.761642,0.0,-73.97012,595000.0,595000.0,False,NY,465 Park Ave APT 34E,3280629000,Apt 34E,,10022,244701648,True,6791.0,,,57044000.0,,,,,,,,,,,,,,,,,,
30,3.0,3.0,Manhattan,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/0d717658d7b85c223735428e259c8878-p_e.jpg,False,True,False,False,False,False,False,40.764317,2200.0,-73.9776,329000.0,329000.0,False,NY,100 W 57th St UNIT 4JK,27991029000,Unit 4JK,,10019,306707664,True,8661.0,,,,1718780400000.0,-31000.0,,,,,,,,,,,,,,,,
31,1.0,2.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/912525c1dab642d8d4f6a9a2fed2e4aa-p_e.jpg,False,True,False,False,False,False,False,40.582916,0.0,-73.966805,229000.0,229000.0,False,NY,2727 Ocean Pkwy APT C27,304023000,Apt C27,,11235,245002456,True,3540.0,,,11971000.0,,,,,,,,,,,,,,,,,,
32,3.0,3.0,Flushing,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/20228b1c0d2bccac704948e6279cbf71-p_e.jpg,False,True,False,False,False,False,False,40.773502,1107.0,-73.78316,1298888.0,1298888.0,False,NY,207-16 28th Avenue,449747000,,,11360,32057883,True,,sqft,4695.0,1166000.0,,,,,,,,,,,,,,,,,,
33,2.0,2.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/54fd9c8b4d758aebe0ed1de5aa8f4826-p_e.jpg,False,True,False,False,False,False,False,40.665367,0.0,-73.98241,850000.0,850000.0,False,NY,498 11th St APT 2,1725429000,Apt 2,867900.0,11215,124156785,True,5372.0,,,,,,,,,,,,,,,,,,,,,
34,3.0,3.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/89c9b318441d97fc01f8da8bda1d7066-p_e.jpg,False,True,False,False,False,False,False,40.554775,1368.0,-74.17935,662500.0,662500.0,False,NY,33 Loring Ave,7867979000,,656000.0,10312,32358688,True,3121.0,sqft,2613.6,690000.0,1737619200000.0,-12400.0,"$12,400 (Jan 23)",,,,,,,,,,,,,,,
35,3.0,3.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/49d8d095bd4eeeed67e2ef6874a8925b-p_e.jpg,False,True,False,False,False,False,False,40.540592,2160.0,-74.144424,789800.0,789800.0,False,NY,30 Dockside Ln,461200000,,777700.0,10308,79735495,,2629.0,sqft,3049.2,735000.0,,,,,,,BUILDER_SPEC,True,,,,,,,,,,
36,3.0,3.0,Woodhaven,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3ba62a2b301da388e73dd4d433b0295c-p_e.jpg,False,True,False,False,False,False,False,40.689354,1156.0,-73.85366,699000.0,699000.0,False,NY,8936 90th Street,1643672000,,,11421,32109973,True,,sqft,2100.0,630000.0,,,,,,,,,,,,,,,,,,
37,1.0,2.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/2e27ca8084e5c6b13e3ee80cda46d1b7-p_e.jpg,False,True,False,False,False,False,False,40.62981,900.0,-73.92751,280000.0,280000.0,False,NY,1270 E 51 Street #6A,11512308000,Apt 6A,,11234,245020022,True,,,,11063000.0,,,,,,,,,,,,,,,,,,
38,2.0,2.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c778ea0a05d84d6a078b020dd6f8f63d-p_e.jpg,False,True,False,False,False,False,False,40.636288,1176.0,-74.13036,499900.0,499900.0,False,NY,29 Cottage Pl,438519000,,,10302,32295842,True,,sqft,2178.0,488000.0,1737705600000.0,20900.0,,,,,,,,,,,,,,,,
39,4.0,16.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/7dde79c8e787952fd8d4d1fb4bae3d0f-p_e.jpg,False,True,False,False,False,False,False,40.655903,0.0,-73.91604,500000.0,500000.0,False,NY,494 E 96th St,4753022000,,,11212,30653290,True,3015.0,,,377000.0,,,,,,,,,,,,,,,,,,
40,3.0,7.0,Flushing,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/7f5dd1eec073a52902ef3f4d2ea74dea-p_e.jpg,False,True,False,False,False,False,False,40.70516,3540.0,-73.89798,1200000.0,1200000.0,False,NY,60-62 67th Avenue,715843000,,,11385,32010733,True,,sqft,1800.0,1422000.0,,,,,,,,,,,,,,,,,,
41,3.0,3.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9f7a57facde851b9ce65bc3246a71b20-p_e.jpg,False,True,False,False,False,False,False,40.621002,1228.0,-73.92002,750000.0,750000.0,False,NY,1331 East 57th Street,705039000,,,11234,30764822,True,,sqft,2000.0,748000.0,,,,,,,,,,,,,,,,,,
42,1.0,1.0,Bronx,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/13d7b867ae29c1bedfd78839e021d35c-p_e.jpg,False,True,False,False,False,False,False,40.876614,750.0,-73.860374,95000.0,95000.0,False,NY,836 Tilden Street #5E,611883000,Apt 5E,,10467,446003580,True,,,,,,,,,,,,,,,,,,,,,,
43,2.0,4.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b745deb0bf8956ee7b4a55c1e3170b77-p_e.jpg,False,True,False,False,False,False,False,40.605442,1248.0,-74.12723,599900.0,599900.0,False,NY,268 Gansevoort Blvd,616780000,,599400.0,10314,32290935,True,3681.0,sqft,6969.6,660000.0,,,,,,,,,,,,,,,,,,
44,3.0,3.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/ad37f1617a20ea6c6c25704172ac0284-p_e.jpg,False,True,False,False,False,False,False,40.68876,3044.0,-73.99848,2485000.0,2485000.0,False,NY,401 Hicks St #A3A,11229430000,# A3A,2432900.0,11201,442154286,True,,,,,,,,,,,,,,,,,,,,,,
45,1.0,1.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/efd146ec4f378f7c701d0157a450a4c1-p_e.jpg,False,True,False,False,False,False,False,40.693066,0.0,-73.99334,325000.0,325000.0,False,NY,153 Joralemon St APT 3R,13389430000,Apt 3R,348300.0,11201,216112015,True,3957.0,,,,,,,,,,,,,,,,,,,,,
46,6.0,8.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/2c9f533cb8275b44753a044bcfc77da9-p_e.jpg,False,True,False,False,False,False,False,40.706676,4800.0,-73.920654,450000.0,450000.0,False,NY,58 Saint Nicholas Ave #6,10451830000,# 6,,11237,440959976,True,,,,,,,,,,,,,,,,,,,,,,
47,3.0,3.0,Middle Village,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c419872c667d7a3bf85da7778b2f1496-p_e.jpg,False,True,False,False,False,False,False,40.71778,,-73.8857,699000.0,699000.0,False,NY,62-48 70th Street,12817619000,,711200.0,11379,2062240198,True,4205.0,sqft,2000.0,,1730185200000.0,-30000.0,,,,,,,,,,,,,,,,
48,5.0,7.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/178cc1e475d9d48fe410f31d8f705f88-p_e.jpg,False,True,False,False,False,False,False,40.58697,3298.0,-73.93963,1350000.0,1350000.0,False,NY,3958 Nostrand Avenue,369220000,,,11235,30792096,True,,sqft,2667.0,1456000.0,,,,,,,,,,,,,,,,,,
49,3.0,5.0,Jamaica,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/a3fcd72e6d6208524598f8fc3838e949-p_e.jpg,False,True,False,False,False,False,False,40.67011,2467.0,-73.77564,849000.0,849000.0,False,NY,137-34 160,334400000,,,11434,443921042,True,,sqft,3150.0,,,,,,,,,,,,,,,,,,,
50,2.0,4.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f808ee2a95a1a0a3939dc2ab84e0b8c3-p_e.jpg,False,True,False,False,False,False,False,40.53855,1951.0,-74.20664,995000.0,995000.0,False,NY,935 Sheldon Ave,610300000,,973700.0,10309,32370379,True,3601.0,sqft,3920.4,820000.0,,,,,,,,,,,,,,,,,,
51,4.0,5.0,Fresh Meadows,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a2f149420b00f3d17d0e1c5cd414d576-p_e.jpg,False,True,False,False,False,False,False,40.73088,2700.0,-73.78537,1998000.0,1998000.0,False,NY,73-44 185 Street,1995067000,,,11366,346713139,True,,sqft,4998.0,,,,,,,,,,,,,,,,,,,
52,2.0,3.0,New York,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/aa493e91c6ff12e8e2f456111f082c8f-p_e.jpg,False,True,False,False,False,False,False,40.799828,0.0,-73.95562,889000.0,889000.0,False,NY,1947-C Adam C Powell Blvd UNIT 9,19264630000,Unit 9,902400.0,10026,442155609,True,,,,,1733817600000.0,-90000.0,"$90,000 (Dec 10)",,,,,,,,,,,,,,,
53,3.0,4.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/846bdb52732f3ec46c8910926f70c228-p_e.jpg,False,True,False,False,False,False,False,40.663612,1881.0,-73.982994,2480000.0,2480000.0,False,NY,399A 14th St,170230000,,2287700.0,11215,30588417,True,5229.0,,,2524000.0,,,,,,,,,,,,,,,,,,
54,2.0,4.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5bff6183bac3d8b9571343d2b3f1e64b-p_e.jpg,False,True,False,False,False,False,False,40.549862,2112.0,-74.18149,759000.0,759000.0,False,NY,575 Carlton Blvd,628531000,,747400.0,10312,32359481,True,3343.0,sqft,3920.4,862000.0,,,,,,,,,,,,,,,,,,
55,1.0,2.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a30f108065d6ade4a384f887108d0ec6-p_e.jpg,False,True,False,False,False,False,False,40.60819,500.0,-73.91981,165000.0,165000.0,False,NY,2565 Flatbush Ave,5459357000,,,11234,2138755256,True,2227.0,sqft,500.0,,1734681600000.0,-34000.0,"$34,000 (Dec 20)",,,,,,,,,,,,,,,
56,2.0,2.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e20e8d39f6558282e6cc710cc44704ea-p_e.jpg,False,True,False,False,False,False,False,40.560837,900.0,-74.102264,489000.0,489000.0,False,NY,38 Milbank Rd,24828478000,,,10306,32336132,True,2563.0,sqft,1742.4,438000.0,,,,,,,,,,,,,,,,,,
57,7.0,6.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/345e357ed110b052d3a915563bba56b0-p_e.jpg,False,True,False,False,False,False,False,40.622337,10375.0,-74.092865,3695000.0,3695000.0,False,NY,160 Bertha Pl,1046610000,,3504000.0,10301,32286379,True,5711.0,acres,0.29,3256000.0,,,,,,,,,,,,,,,,,,
58,2.0,2.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/c6c740cb54547e3f9a678c4133c02c1a-p_e.jpg,False,True,False,False,False,False,False,40.6647,1145.0,-73.98873,899000.0,899000.0,False,NY,231 16th St #B1,1898230000,# B1,935500.0,11215,443840052,True,,,,,,,,,,,,,,,,,,,,,,
59,2.0,2.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/8c290792d5031a6d81e1e2277475832d-p_e.jpg,False,True,False,False,False,False,False,40.542625,1480.0,-74.163864,549000.0,549000.0,False,NY,10 Lyndale Ln,1658058000,,546000.0,10312,32349585,True,2736.0,sqft,2613.6,600000.0,,,,,,,,,,,,,,,,,,
60,2.0,2.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,APARTMENT,https://photos.zillowstatic.com/fp/a5a89d7f0d96d4bc8a189b8263800805-p_e.jpg,False,True,False,False,False,False,False,40.611057,1360.0,-74.06024,299000.0,299000.0,False,NY,20 Cliff St,32070674000,,,10305,32318220,True,2683.0,acres,1.46,14231000.0,1732176000000.0,-26000.0,"$26,000 (Nov 21)",,,,,,,,,,,,,,,
61,2.0,4.0,Bronx,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8ac342b88e8ba77abdd5044ea4b6ea0f-p_e.jpg,False,True,False,False,False,False,False,40.845642,1620.0,-73.7877,767000.0,767000.0,False,NY,73 Caroll St,14944630000,,761500.0,10464,29850489,True,3875.0,,,687000.0,1736928000000.0,-30000.0,"$30,000 (Jan 15)",,,,,,,,,,,,,,,
62,1.0,3.0,Brooklyn,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/bdf1224015ad836695c702212a4f0cae-p_e.jpg,False,True,False,False,False,False,False,40.622383,1100.0,-73.969475,425000.0,425000.0,False,NY,1075 Ocean Pkwy APT 3E,9847030000,Apt 3E,422600.0,11230,216129593,True,2807.0,,,,1734076800000.0,-25000.0,"$25,000 (Dec 13)",Thu. 4-5:30pm,True,"[{'open_house_end': 1738287000000, 'open_house_start': 1738281600000}]",,,,,,,,,,,,
63,4.0,5.0,Staten Island,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/eab287933363a9c50edaf6e0b73ece1b-p_e.jpg,False,True,False,False,False,False,False,40.51444,3350.0,-74.236496,1349000.0,1349000.0,False,NY,6 Hale St,536556000,,,10307,62711390,True,4345.0,sqft,4791.6,1085000.0,,,,,,,,,,,,,,,,,,
